state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
IN,legislature,senate,,https://iga.in.gov/,https://www.indianasenaterepublicans.com/news,https://iga.in.gov/legislative/2026/legislators,https://www.indianasenaterepublicans.com/{slug-with-id},custom (likely PHP/CMS),False,"unknown — appears to be aggregate news feed, not paginated by member",,,"high during session, low between","httpx + BS4 listing parse; no /feed/ endpoint (404); sitemap exists at /sitemap.xml but exposed only the /news-releases hub. Indiana Senate Democrats (indianasenatedemocrats.org) DOES have working /feed/ RSS, recommend that for D coverage.",caucus_aggregate (per-member attribution requires parsing release headline + body),caucus_source,0.6,"['Senate GOP has NO RSS feed — /feed/ returned 404. Sitemap is shallow.', 'Per-member enumeration not deterministic — releases attributed to senators only via headline parsing', 'Two separate caucus sites (R + D) with different CMS/feeds — must scrape both']",legislatures_midwest.json
KS,legislature,house,,https://www.kslegislature.gov/li/b2025_26/chamber/house_of_representatives/,,https://www.kslegislature.gov/li/b2025_26/members/,,static_html (custom),False,n/a,,,n/a,Same as KS senate — no chamber or caucus press infrastructure. kshousedems.com hijacked. kshousegop.com refused. Official member pages have NO press section.,no_press_infrastructure,do_not_claim_member_coverage,0.85,"['Same domain-hijack risk as KS senate (kshousedems.com → anxietyheart.shop)', 'No usable press source — state may require external scraping (KSNT/KCUR press releases, etc.) which is out of scope']",legislatures_midwest.json
KS,legislature,senate,,https://www.kslegislature.gov/li/b2025_26/chamber/senate/,,https://www.kslegislature.gov/li/b2025_26/members/,,static_html (custom),False,n/a,,,n/a,"Official site is bills/legislation only — no press releases. Senate caucus URLs (kssenate.org, kshousegop.com) BOTH ECONNREFUSED. kshousedems.com 301-redirected to anxietyheart.shop (DOMAIN HIJACKED — do not crawl). KS has no usable per-senator press infrastructure at the state level.",no_press_infrastructure,do_not_claim_member_coverage,0.85,"['kshousedems.com domain HIJACKED redirecting to spam (anxietyheart.shop) — flag for never-fetch list', 'kssenate.org refused connection', 'No caucus press sites exist for either party in usable form', 'Per-senator press would have to come from external sources (state party orgs, individual campaign sites)']",legislatures_midwest.json
KY,legislature,house,,https://legislature.ky.gov/Legislators/house-of-representatives,https://apps.legislature.ky.gov/publicservices/pio/release.html,https://legislature.ky.gov/Legislators/house-of-representatives,unknown,sharepoint,False,none,,,weekly-during-session,httpx_html,press_secretary_page,chamber_only,0.6,"['Same shared PIO feed as Senate — must split by content', 'kyhousegop.com refused connection in recon — Republican caucus site possibly down or geo-fenced']",legislatures_south.json
KY,legislature,senate,,https://legislature.ky.gov/Legislators/senate,https://apps.legislature.ky.gov/publicservices/pio/release.html,https://legislature.ky.gov/Legislators/senate,"unknown (PIO listing is bicameral, not member-keyed)",sharepoint,False,none,,,weekly-during-session,httpx_html,press_secretary_page,chamber_only,0.6,"['Single PIO feed combines House + Senate — chamber separation requires content classification', 'kysenategop.com TLS cert fails; senatedems.ky.gov refused connection — caucus sites unreliable', ""Releases reference 'photo' downloads — image_only items mixed in""]",legislatures_south.json
LA,legislature,house,,https://house.louisiana.gov/,https://house.louisiana.gov/H_Misc/Hse_Misc_PressRel.aspx,https://house.louisiana.gov/H_Reps/H_Reps_FullInfo.aspx,https://house.louisiana.gov/H_PR/PDF/{year}/{date-slug}.pdf,custom-aspnet,False,none,,,low,httpx_html,single_chamber_source,chamber_only,0.7,"['All-PDF archive 2002-present, single chronological page with no pagination — fetch is a single GET but must parse 20+ years of links', 'Filenames contain spaces — must URL-encode', 'Sample URL above is constructed from pattern; not directly verified']",legislatures_south.json
LA,legislature,senate,,https://senate.la.gov/,https://senate.la.gov/PR.aspx,https://senate.la.gov/Senators,https://senate.la.gov/CommunicationOffice/NewsReleases/{year}/{filename}.pdf,custom-aspnet,False,none,,,low,httpx_html,single_chamber_source,chamber_only,0.75,"['100% PDF — every release is a binary; needs pdfplumber pipeline (matches TX Senate handling)', 'Filename convention is date-coded MMDDYYYY but inconsistent across years', ""Releases are leadership/joint-statement style ('PRESIDENT HENRY ANNOUNCES…') — no individual senator attribution in archive index""]",legislatures_south.json
MA,legislature,house,,https://malegislature.gov/,,https://malegislature.gov/Legislators/Members/House,,custom-aspnet,unknown,unknown,,,unknown,httpx_html,ambiguous,do_not_claim_member_coverage,0.35,Same chamber site as Senate; profiles lack press; no caucus press hub identified for House Dems or Republicans on MA chamber domain,legislatures_northeast.json
MA,legislature,senate,,https://malegislature.gov/,,https://malegislature.gov/Legislators/Members/Senate,,custom-aspnet,unknown,unknown,,,unknown,httpx_html,ambiguous,do_not_claim_member_coverage,0.4,Profile pages contain bills/committee data but NO press releases or statements; masenatedems.com and masenategop.com both ECONNREFUSED; MA appears to publish through individual senator vanity domains rather than caucus or chamber sites,legislatures_northeast.json
MD,legislature,house,,https://mgaleg.maryland.gov/mgawebsite/,https://www.mdhousedems.com/,https://msa.maryland.gov/msa/mdmanual/06hse/html/hsedem.html,,unknown,unknown,unknown,,,low,playwright,caucus_source,caucus_source,0.4,"['mdhousedems.com refused connection during recon — site availability uncertain', 'MD House Republican Caucus has no identified .com — only @MDhouseGOP social presence', 'May need to fall back to per-delegate official mgaleg.maryland.gov bio pages, but those have no press archives']",legislatures_south.json
MD,legislature,senate,,https://mgaleg.maryland.gov/mgawebsite/,https://www.mdsenate.com/news/,https://msa.maryland.gov/msa/mdmanual/05sen/html/sen.html,https://www.mdsenate.com/news/{slug}/,wordpress,False,querystring,https://www.mdsenate.com/feed/,https://www.mdsenate.com/wp-json/wp/v2/posts,low,wp_json,caucus_source,caucus_source,0.6,"['MD General Assembly official site (mgaleg.maryland.gov) and MSA archive (msa.maryland.gov) have no press releases — only official records (journals, calendars, agendas)', 'Caucus sites: mdsenate.com (D) + mdsenategop.com (R) carry the press load', 'mdsenate.com news archive shows gaps (Dec 2025 newest item is leadership re-nomination; 2023 retrospectives below) — coverage continuity questionable', 'wp-json existence inferred from WordPress structure — verify before committing']",legislatures_south.json
ME,legislature,house,,https://legislature.maine.gov/house/,,https://legislature.maine.gov/house/house/MemberProfiles/Listing,,unknown,unknown,unknown,,,unknown,httpx_html,ambiguous,do_not_claim_member_coverage,0.35,mainehousedems.org connection refused at recon; mainegop.com is state party (not chamber caucus) and shows no House-caucus press feed; no enumerable member press pages confirmed,legislatures_northeast.json
ME,legislature,senate,,https://legislature.maine.gov/senate/,https://www.mainesenate.org/news/,https://www.mainesenate.org/senators/,https://www.mainesenate.org/newsroom/{slug}/,wordpress,False,querystring,https://www.mainesenate.org/feed/,https://www.mainesenate.org/wp-json/wp/v2/posts,weekly,wp_json,title_prefix,caucus_source,0.8,Only the Democratic caucus has a working press site; mainesenategop.com is parked/under-construction; Republican senators uncovered through caucus channel,legislatures_northeast.json
MI,legislature,house,,https://www.house.mi.gov/,https://housedems.com/,https://gophouse.org/members,housedems: /{slug}/ ; gophouse: /member/{username}/posts/{post_id},wordpress (housedems.com); nextjs (gophouse.org),false (housedems); true_or_unknown (gophouse — Next.js client-side rendering possible),housedems: WP default; gophouse: /member/{slug}/posts paginated via Next.js,https://housedems.com/feed/,https://housedems.com/wp-json/wp/v2/posts (presumed),high during session,"Dems: existing rss_collector. RSS confirmed live Apr 30. GOP: gophouse.org is Next.js — /feed/ returns 404, /posts returns 404. Member directory at /members confirms /member/{username}/posts pattern — likely SSR'd HTML scrape, but may need Playwright if Next.js SSG misses. Test render-probe before claiming.",deterministic_caucus_per_member (D via slug+category; R via /member/{username}/posts URL),caucus_source,0.75,"['GOP house caucus on Next.js with NO RSS — needs render probe to determine if pages are SSR or CSR', 'GOP per-member URL slugs are inconsistent case (RepJosephAragona vs repmattmaddock)', 'House GOP previously called itself MIHR (Michigan House Republicans) — verify no legacy archive elsewhere']",legislatures_midwest.json
MI,legislature,senate,,https://senate.michigan.gov/,https://senatedems.com/news/,https://senate.michigan.gov/SenatorInfo/find-a-senator.htm,WP: /blog/YYYY/MM/DD/slug/ (D) and /slug/ (R),wordpress,False,WP default + /feed/?paged=N,https://senatedems.com/feed/ (D); https://misenategop.com/feed/ (R),https://senatedems.com/wp-json/wp/v2/posts (presumed); https://misenategop.com/wp-json/wp/v2/posts (presumed),"high (multiple per day during session, both caucuses)","Two parallel WP RSS sources; existing rss_collector pattern. Both /feed/ confirmed live Apr 30 2026 with current items. For per-member coverage, parse slugs (R) or /author/ taxonomy (D, if exposed). Strong source — second only to OH in this region.",caucus_aggregate (slug prefix with sen-{lastname} extractable in many cases),caucus_source,0.9,"['Per-member attribution requires slug heuristics or WP author API — confirm /wp-json/wp/v2/users', 'Official senate.michigan.gov has NO press feed of its own — caucus sites are the canonical record', 'Slug formats differ slightly (D uses /blog/YYYY/, R uses bare slug)']",legislatures_midwest.json
MN,legislature,house,,https://www.house.mn.gov/,https://www.house.mn.gov/sessiondaily/,https://www.house.mn.gov/members/Roster.asp?body=House,https://www.house.mn.gov/SessionDaily/Story/{numeric_id},custom_aspx,False,/SessionDaily/Archive/,,,"high during session (daily journalist reporting, NOT member press)","Session Daily is journalist coverage written by House staff (Tim Walker, Lisa Kaczke, Margaret Stevens, etc.) — out of scope for THIS pipeline (we collect original member content only, per CLAUDE.md scope: 'Skip curated third-party clippings'). Caucus sites mnhousedems.org and mnhousegop.com both ECONNREFUSED. Per-member press infrastructure absent at chamber level.",third_party_journalism (NOT member press — Session Daily is staff-written legislative reporting with bylines),do_not_claim_member_coverage,0.5,"['Session Daily is JOURNALISM not press releases — collecting it would violate content scope rules', 'mnhousedems.org and mnhousegop.com both refused connections — caucus press blackout', 'Roster page returns full member list with email pattern rep.firstname.lastname@house.mn.gov — useful for press email collection (separate JTBD)', 'Real member press in MN historically routes through individual member newsletters / personal sites']",legislatures_midwest.json
MN,legislature,senate,,https://www.senate.mn/,https://www.senate.mn/departments/?ls=&dept_id=39,https://www.senate.mn/members,,custom (drupal-likely),unknown,unknown,,,unknown,"Official senate.mn Media Services dept page returned 403. Caucus sites tested: mnsenatedfl.com (ECONNREFUSED), mnsrc.org (301 → senatevictoryfund.com — campaign committee, not caucus). MN Senate currently HAS NO scrape-friendly press infrastructure visible. Needs deeper recon — likely DFL press lives at MN Senate DFL Caucus media services on senate.mn proper, but the dept_id=39 page is access-restricted.",caucus_source_likely,needs_profile,0.3,"['Official MN Senate site returned 403 on the media services subpage — anti-bot WAF likely', 'DFL caucus site (mnsenatedfl.com) refused connections — verify URL or note as down', 'Senate GOP redirected to campaign committee — no press presence', ""MN historically has STRONG caucus comms but they're behind WAFs / not at obvious URLs""]",legislatures_midwest.json
MO,legislature,house,,https://www.house.mo.gov/,,,,asp.net (404s on every guess),unknown,,,,unknown,"house.mo.gov ROOT and Default.aspx and every common path (MemberRoster.aspx, PressRoom.aspx, News.aspx, news.aspx) returned 404 from WebFetch — likely WAF or required ASP session cookies. mohousedems.com is the Action Fund (campaign committee) NOT caucus. mohousegop.com ECONNREFUSED. MO House has NO accessible press infrastructure right now.",no_press_infrastructure_found,do_not_claim_member_coverage,0.2,"[""house.mo.gov ENTIRE site appears to require session cookies or browser handshake — every URL guess 404'd"", 'mohousedems.com is a fundraising/campaign committee site, NOT press', ""GOP caucus URL doesn't resolve"", 'Likely needs Playwright recon to even list press URLs']",legislatures_midwest.json
MO,legislature,senate,,https://www.senate.mo.gov/,https://senate.mo.gov/Newsroom/,https://www.senate.mo.gov/senators/,,asp.net (default ASP welcome content seen on /media/),False,unknown,,,unknown,"Newsroom landing page confirmed exists (senate.mo.gov/Newsroom/) but exposes only a portal text linking to a Blogger blog (missourisenate.blogspot.com — returned 404 today). All other expected URLs (PressReleases.aspx, communications, /senators/, /senate-members/, mem01.htm, mem01/index.htm, blog) returned 404. Site is live but URL structure is opaque — needs browser session to navigate.",needs_profile,needs_profile,0.25,"['ASP.NET site that may require session/cookies to navigate — saw default ASP welcome content on /media/ subpath', 'Blogspot blog referenced but currently 404 — may have moved', 'No caucus sites found (mosenategop.com etc. not tested but unlikely to exist)', 'Per-senator press URL pattern UNKNOWN — needs render-probe']",legislatures_midwest.json
MS,legislature,house,,https://www.legislature.ms.gov/house/,,https://www.legislature.ms.gov/house/house-members/,,unknown,unknown,none,,,none,playwright,ambiguous,do_not_claim_member_coverage,0.5,"['Same TLS failure as Senate side', 'No house-side caucus press site identified']",legislatures_south.json
MS,legislature,senate,,https://www.legislature.ms.gov/senate/,,https://www.legislature.ms.gov/senate/senate-members/,,unknown,unknown,none,,,none,playwright,ambiguous,do_not_claim_member_coverage,0.5,"['Mississippi Legislature site failed TLS verification in recon (two distinct paths)', 'No discoverable press release section — coverage of MS legislative session relies almost entirely on press corps (Mississippi Today, MS Free Press)', 'No identifiable Mississippi Senate caucus website']",legislatures_south.json
MT,legislature,house,,https://www.legmt.gov/,,https://www.legmt.gov/legislators/,,custom_legmt,False,,,,low,httpx_html,caucus_source,do_not_claim_member_coverage,0.25,"['Same biennial-session caveat as Senate', 'montanahousegop.com ECONNREFUSED at probe', 'Caucus communications likely via email blasts and social media, not web archives']",legislatures_west.json
MT,legislature,senate,,https://www.legmt.gov/,,https://www.legmt.gov/legislators/,,custom_legmt,False,,,,low (biennial session),httpx_html,caucus_source,do_not_claim_member_coverage,0.25,"['Montana legislature meets biennially — extreme volume seasonality', 'legmt.gov is bill/legislator metadata, no press release section', 'montanasenategop.com ECONNREFUSED at probe; Dem caucus URL not yet identified', 'Per-member press infrastructure essentially does not exist']",legislatures_west.json
NC,legislature,house,,https://www.ncleg.gov/House,https://www.ncleg.gov/News,https://www.ncleg.gov/Members/MemberList/H,https://www.ncleg.gov/News/{year},proprietary,False,querystring,https://www.ncleg.gov/News/Rss,,medium,rss,ambiguous,chamber_only,0.65,"['Shared /News feed across both chambers — must filter by content', 'Same biography-page-as-member-page issue as Senate']",legislatures_south.json
NC,legislature,senate,,https://www.ncleg.gov/Senate,https://www.ncleg.gov/News,https://www.ncleg.gov/Members/MemberList/S,https://www.ncleg.gov/News/{year},proprietary,False,querystring,https://www.ncleg.gov/News/Rss,,medium,rss,ambiguous,chamber_only,0.65,"['/News listing is mixed (election candidate filings, public-comment portals, Bar grievance review) — needs filtering for press releases', ""NC publishes 'Press Conference' streaming events keyed to representatives — these are calendar items, not text releases"", 'Member-level press URL pattern is a biography page, not a press archive — no deterministic per-member press list']",legislatures_south.json
ND,legislature,house,,https://ndlegis.gov/,,https://ndlegis.gov/biographies/,,custom,unknown,,,,low,"Same ndlegis.gov host. Biographies page filtered by chamber=House shows 331 historical + current. Same constraints as ND Senate: part-time biennial body, no chamber-level press infrastructure.",no_press_infrastructure_found,do_not_claim_member_coverage,0.7,"['Same risks as ND senate; House has 331 historical biographies — needs current-session filter', 'Press cadence genuinely near-zero outside session weeks']",legislatures_midwest.json
ND,legislature,senate,,https://ndlegis.gov/,,https://ndlegis.gov/biographies/,,custom,unknown,,,,low,"ndlegis.gov is bills/legislation/biographies only — biographies page lists 165 senators historical alongside current, with photos but no news section. No caucus press sites surfaced for ND. State is part-time biennial legislature — 69th Legislative Assembly only meets briefly. Press output is genuinely minimal.",no_press_infrastructure_found,do_not_claim_member_coverage,0.7,"['ND legislature meets ~80 days every 2 years — extremely low press cadence by design', 'No party-caucus press sites surfaced in normal naming conventions', 'Biographies page mixes historical + current — needs filter on session=69 to extract current members', 'ndlegis.gov sometimes returns cert verification errors — may need cert override']",legislatures_midwest.json
NE,legislature,unicameral,,https://nebraskalegislature.gov/,http://update.legislature.ne.gov/,https://nebraskalegislature.gov/senators/senator_list.php,Unicameral Update articles (URL not yet probed),custom_php,False,monthly archive on update.legislature.ne.gov; PHP listings on senators,,,moderate (Unicameral Update is weekly during session),"TWO sources: (1) Unicameral Update (update.legislature.ne.gov) is staff-written legislative news — borderline scope, similar to MN Session Daily — recommend EXCLUDE. (2) Per-senator landing pages at /senators/landing-pages/?District={N} CLAIM to include news releases per the directory page text but District=1 sample (Hallstrom) showed only contact + committees + bio + bills with no news section. Actual per-senator press output appears very low. Unicameral nature (49 nonpartisan senators) means no caucus alternative.","mixed (Update is staff-journalism, individual senator landing pages claim to host news releases but the District=1 sample showed NONE present)",needs_profile,0.4,"['Unicameral, nonpartisan — NO caucus press structure exists by design', 'Stated infrastructure (per-senator news releases) does not match observed reality (District=1 had none)', 'Update.legislature.ne.gov is staff journalism, not member press — out of scope', 'May need to spot-check 5-10 districts to find which senators (if any) actually publish releases on the legislature.gov landing pages']",legislatures_midwest.json
NH,legislature,house,,https://gc.nh.gov/house/,,https://gc.nh.gov/house/members/,,unknown,unknown,unknown,,,sporadic,httpx_html,single_chamber_source,chamber_only,0.45,400-member House — even if a press feed exists it would be Speaker/leadership only; per-member coverage not feasible at NH due to part-time citizen-legislature scale,legislatures_northeast.json
NH,legislature,senate,,https://gc.nh.gov/Senate/,https://gc.nh.gov/Senate/newsroom/,https://gc.nh.gov/Senate/members/,,unknown,unknown,unknown,,,sporadic,httpx_html,single_chamber_source,chamber_only,0.5,nhsenatedems.org and nhhousedems.org are campaign/PAC sites (RUN! builder) not press release sources; chamber newsroom likely Senate President / Speaker only,legislatures_northeast.json
NJ,legislature,house,,https://www.njleg.state.nj.us/,https://www.njassemblygop.com/news/,https://www.njassemblygop.com/members/,,wordpress,unknown,unknown,,,weekly,httpx_html,title_prefix,caucus_source,0.5,njassemblydems.com returned empty content at recon; both caucuses may publish but Dem side unverified. NJ uses 'Assembly' not 'House',legislatures_northeast.json
NJ,legislature,senate,,https://www.njleg.state.nj.us/,https://www.senatenj.com/index.php/category/press-releases/,https://www.senatenj.com/senators/,,wordpress,False,querystring,https://www.senatenj.com/feed/,https://www.senatenj.com/wp-json/wp/v2/posts,weekly,wp_json,title_prefix,caucus_source,0.55,"Republican caucus only; njsendems.com cert verification failed at recon; senate has GOP caucus on WP, Dem caucus URL unverified",legislatures_northeast.json
NM,legislature,house,,https://www.nmlegis.gov/,https://nmhousegop.com/,https://www.nmlegis.gov/Members/Legislator_List?T=R,https://nmhousegop.com/{slug} | https://www.nmhousedems.com/ (unreachable at probe),wordpress (nmhousegop),False,wp_paginated,https://nmhousegop.com/feed/,https://nmhousegop.com/wp-json/wp/v2/posts,low_to_moderate,wp_json,caucus_source,needs_profile,0.45,"['nmhousegop.com live; press content likely behind /news or /press subpage (need follow-up)', 'nmhousedems.com ECONNREFUSED at probe — Dem majority side missing', 'Session brevity = volume cliff outside Jan-Feb']",legislatures_west.json
NM,legislature,senate,,https://www.nmlegis.gov/,https://www.nmsenategop.com/,https://www.nmlegis.gov/Members/Legislator_List?T=S,https://www.nmsenategop.com/{YYYY}/{MM}/{DD}/{slug}/ | https://nmsenatedems.org/{slug} (likely),wordpress (nmsenategop),False,wp_paginated,https://www.nmsenategop.com/feed/,https://www.nmsenategop.com/wp-json/wp/v2/posts,low_to_moderate (short session),wp_json,caucus_source,needs_profile,0.5,"['nmlegis.gov has no press infrastructure — caucus-only sourcing', 'nmsenatedems.org ECONNREFUSED at probe — 50% of senators currently uncovered', 'Short 30-/60-day session creates extreme seasonality']",legislatures_west.json
NV,legislature,assembly,,https://www.leg.state.nv.us/,,https://www.leg.state.nv.us/App/Legislator/A/Assembly/Current/,,custom_aspnet,True,,,,low,playwright,caucus_source,do_not_claim_member_coverage,0.25,"[""Nevada calls its lower chamber 'Assembly'"", 'Same biennial-session caveat as Senate', 'Caucus URLs for Assembly Dems/Reps not located in this pass']",legislatures_west.json
NV,legislature,senate,,https://www.leg.state.nv.us/,,https://www.leg.state.nv.us/App/Legislator/A/Senate/Current/,,custom_aspnet,True,,,,low (biennial session like MT),playwright,caucus_source,do_not_claim_member_coverage,0.25,"['Nevada Legislature meets biennially (odd years)', 'App-based legislator pages likely client-rendered (requires_js true assumed)', 'nvsendems.com ECONNREFUSED — caucus site must be re-located', 'No central press release listing surfaced on leg.state.nv.us']",legislatures_west.json
NY,legislature,house,,https://nyassembly.gov/,https://nyassembly.gov/Press/,https://nyassembly.gov/mem/,https://nyassembly.gov/Press/?ID={id},custom-aspnet,unknown,querystring,,,daily,httpx_html,direct_member_page,needs_profile,0.45,TLS cert chain issue at recon; site uses ASP.NET-style ?ID=N detail URLs; member pages historically include statements section,legislatures_northeast.json
NY,legislature,senate,,https://www.nysenate.gov/,https://www.nysenate.gov/newsroom,https://www.nysenate.gov/senators,https://www.nysenate.gov/newsroom/{type}/{slug},drupal,unknown,querystring,,,daily,httpx_html,direct_member_page,ready_first_wave,0.6,WAF returns 403 on direct WebFetch — likely Akamai/Cloudflare blocking non-browser UA; will need browser-UA spoofing or Playwright. Schema known from prior NY Senate scraping art (open.nysenate.gov),legislatures_northeast.json
OH,legislature,house,,https://ohiohouse.gov/,https://ohiohouse.gov/members/{slug}/news,https://ohiohouse.gov/members,https://ohiohouse.gov/members/{slug}/news/{title-slug}-{numeric_id},custom_drupal_or_aspnet (same Ohio Statehouse platform as Senate),False,10/25/50/100/500 per page; sortable; 22 pages × 10 items = 217 confirmed for Jarrells,,,high (per-member),Identical platform to OH Senate. Iterate /members/{slug}/news for all 99 representatives; aggregate caucus-level pages /news/republican (256 pages) and /news/democratic (206 pages) provide cross-validation. Detail URLs end with numeric ID — supports stable dedup/upsert. Ohio is gold-standard for this region.,deterministic_official_per_member,ready_first_wave,0.95,"['Some members have middle-initial in slug (dontavius-l-jarrells) — slug roster must capture that', 'Aggregate caucus pages /news/republican and /news/democratic exist with their own pagination — useful as discovery cross-check', 'Numeric trailing ID (e.g. -142445) is global across all members — could enable ID-based crawl if range is known']",legislatures_midwest.json
OH,legislature,senate,,https://ohiosenate.gov/,https://ohiosenate.gov/members/{slug}/news,https://ohiosenate.gov/members,https://ohiosenate.gov/members/{slug}/news/{slug},custom_drupal_or_aspnet (Ohio Statehouse common platform),False,Sort: New to Old / Old to New / Title; per-page count selectable up to 500,,,high (McColley page shows 142 items),BEST IN REGION. httpx + BS4 against /members/{slug}/news for all 33 senators. URL pattern confirmed. Listings paginate with selectable page-size up to 500 (so most members are 1-page fetch). Ohio = ready_first_wave.,deterministic_official_per_member,ready_first_wave,0.95,"['Per-senator slug derivation needs roster slug list (not just name lowercase — handles middle initials inconsistently)', 'Need to confirm at scale that all 33 senators have /news subpages (likely yes — uniform Ohio Statehouse platform)', 'No RSS feed visible — may exist; recon /rss.xml not yet probed']",legislatures_midwest.json
OK,legislature,house,,https://www.okhouse.gov/,https://www.okhouse.gov/news,https://www.okhouse.gov/representatives,https://www.okhouse.gov/posts/news-{YYYYMMDD}_{n},proprietary,False,next-link,,,daily-during-session,httpx_html,title_prefix,ready_first_wave,0.85,"['Sequential same-day numbering (_1, _2, _3) means crawler must handle gap detection', ""/news category filter ('All Updates' vs 'Recent Posts') uses 'See More' expansion — verify whether truly stateless or needs cursor"", 'Member attribution is in lead paragraph (Rep. Name, R-City) — same regex pattern as OK Senate']",legislatures_south.json
OK,legislature,senate,,https://www.oksenate.gov/,https://www.oksenate.gov/press-releases,https://www.oksenate.gov/senators,https://www.oksenate.gov/press-releases/{slug},drupal,False,querystring,https://www.oksenate.gov/rss.xml,,weekly,httpx_html,title_prefix,ready_first_wave,0.9,"['Drupal /sites/default/files paths suggest standard Drupal 9/10 — verify /node/{id} canonical or just slug-based', ""Attribution lives in title text ('Sen. Regina Goodwin, D-Tulsa…'); regex extraction reliable"", 'Archive runs 1996–2026; back-coverage is excellent']",legislatures_south.json
OR,legislature,house,,https://www.oregonlegislature.gov/house,,https://www.oregonlegislature.gov/house/Pages/RepresentativesAll.aspx,,sharepoint,False,,,,moderate during session,httpx_html,direct_member_page,needs_profile,0.4,"['Same SharePoint structure as Senate; per-member subsite URL needs confirmation', '/Pages/HousePressReleases.aspx returned 404 — no central listing']",legislatures_west.json
OR,legislature,senate,,https://www.oregonlegislature.gov/senate,,https://www.oregonlegislature.gov/senate/Pages/SenatorsAll.aspx,,sharepoint,False,,,,moderate during session,httpx_html,direct_member_page,needs_profile,0.4,"['oregonlegislature.gov runs SharePoint with .aspx URLs — listing pages 404 frequently when paths change', 'Each senator has a SharePoint-style member subsite with /press releases (per Oregon convention) — but URL pattern needs confirmation per member', 'TLS cert misconfig on root domain (oregonlegislature.gov vs www.oregonlegislature.gov)']",legislatures_west.json
PA,legislature,house,,https://www.palegis.us/house,https://www.pahouse.com/news,https://www.pahouse.com/members,,proprietary,unknown,querystring,,,daily,httpx_html,title_prefix,caucus_source,0.55,pahouse.com (Dem) news subpath probed but /news/release returns 404; deep URL pattern unconfirmed. Proprietary CMS — does not match WP wp-content signature,legislatures_northeast.json
PA,legislature,senate,,https://www.palegis.us/senate,https://pasenate.com/newsroom/releases/,https://pasenate.com/senators/,https://pasenate.com/{slug}/,wordpress,False,next-link,https://pasenate.com/feed/,https://pasenate.com/wp-json/wp/v2/posts,daily,wp_json,caucus_source,caucus_source,0.85,"PA Senate splits across Dem (pasenate.com) and GOP (pasenategop.com) WP sites PLUS each senator runs an independent WP vanity site (senatorfarry.com, senatorrothman.com etc.) — true member coverage requires enumerating ~50 vanity domains",legislatures_northeast.json
RI,legislature,house,,https://www.rilegislature.gov/,https://www.rilegislature.gov/pressrelease/pages/default.aspx,https://www.rilegislature.gov/representatives,https://www.rilegislature.gov/pressrelease/Lists/PressReleases/DispForm.aspx?ID={id},sharepoint,False,querystring,,,daily,httpx_html,author_column,ready_first_wave,0.8,"Same shared SharePoint endpoint as Senate; chamber distinction must come from legislator metadata, not URL — record both chambers from a single collector run",legislatures_northeast.json
RI,legislature,senate,,https://www.rilegislature.gov/,https://www.rilegislature.gov/pressrelease/pages/default.aspx,https://www.rilegislature.gov/senators,https://www.rilegislature.gov/pressrelease/Lists/PressReleases/DispForm.aspx?ID={id},sharepoint,False,querystring,,,daily,httpx_html,author_column,ready_first_wave,0.8,"SharePoint /_layouts/15/ — flaky (one fetch returned 'Sorry, something went wrong'); URL has filterable legislator dropdown but no chamber filter; press releases for Senate AND House live on the SAME endpoint and must be classified by attached legislator metadata",legislatures_northeast.json
SC,legislature,house,,https://www.scstatehouse.gov/house.php,https://schousedems.com/news-room/,https://www.scstatehouse.gov/member.php?chamber=H,https://schousedems.com/{slug}/,wordpress,False,querystring,https://schousedems.com/feed/,https://schousedems.com/wp-json/wp/v2/posts,low,wp_json,caucus_source,caucus_source,0.7,"['schousegop.com is Wix (no WP API) — Republican supermajority side requires HTML scrape via Wix rendering (often JS)', 'schousedems.com (Democratic minority) WordPress is healthy but represents <30% of chamber', 'Newsroom items reach back to 2021–2023 with gaps — coverage continuity uncertain']",legislatures_south.json
SC,legislature,senate,,https://www.scstatehouse.gov/senate.php,https://scsenategop.com/,https://www.scstatehouse.gov/member.php?chamber=S,https://scsenategop.com/{YYYY}/{MM}/{DD}/{slug}/,wordpress,False,querystring,https://scsenategop.com/feed/,https://scsenategop.com/wp-json/wp/v2/posts,low-to-medium,wp_json,caucus_source,caucus_source,0.75,"['Official scstatehouse.gov has no press section — caucus sites are the only practical source', 'scsenategop.com (R) and scsenatedems.org (D, Wix) split by party; combining gives partial chamber coverage', 'scsenatedems.org Wix site has a Caucus Newsroom but newest visible items are 2023 — may be stale', 'Both caucus sites present releases as caucus-attributed, not member-attributed']",legislatures_south.json
SD,legislature,house,,https://www.sdlegislature.gov/,,https://sdlegislature.gov/Legislators,,spa (angular/react),True,n/a,,,unknown,Same SPA host as SD Senate. Same constraints. Use single Playwright recon to enumerate both chambers from the unified Legislators table.,needs_profile,needs_profile,0.2,"['Same SPA constraint as SD Senate', 'Both chambers share single SPA — one Playwright session covers both']",legislatures_midwest.json
